gene_id,SRR015084,SRR015086,SRR015088,SRR015090,SRR015092,SRR015104,SRR015106,SRR015108,SRR015110,SRR015112
FBgn0037727,0,0,0,0,0,0,0,0,0,0
FBgn0037730,8,0,5,4,0,4,0,0,0,2
FBgn0260463,81,56,74,93,108,867,517,713,478,709
FBgn0051352,155,103,140,182,81,843,667,1060,603,847
FBgn0043791,3,2,2,0,0,2,0,2,0,2
FBgn0014380,234,161,238,257,136,483,409,374,181,334
FBgn0037700,181,134,159,202,93,374,313,289,145,259
FBgn0267790,780,571,680,1051,544,1664,1293,1376,729,1114
FBgn0003205,554,329,513,592,289,1011,849,895,424,722
FBgn0014022,68,28,67,58,31,73,59,59,50,50
FBgn0014023,158,120,142,150,97,395,346,279,149,245
FBgn0037703,62,40,48,69,30,167,140,173,87,148
FBgn0037707,168,138,170,228,143,420,278,248,142,216
FBgn0037708,29,18,24,44,16,50,48,47,22,40
FBgn0037709,80,46,75,81,41,163,135,100,61,112
FBgn0024833,297,211,293,382,201,782,636,568,311,486
FBgn0261049,81,42,68,83,28,102,83,84,35,68
FBgn0037712,11,9,13,15,3,9,7,4,0,10
FBgn0037714,7,5,7,3,4,35,22,18,8,23
FBgn0037716,83,62,99,100,52,154,128,121,62,93
FBgn0037717,786,505,716,878,439,118,112,129,71,125
FBgn0053654,13,8,12,11,7,0,0,0,0,0
FBgn0037718,472,299,480,577,273,1074,898,1036,529,826
FBgn0037719,166,112,135,173,75,192,155,142,60,122
FBgn0037722,56,32,35,51,32,116,111,109,45,81
FBgn0005585,4080,2636,3826,4812,2420,6630,5316,5598,2902,4783
FBgn0286035,3,2,3,1,3,1,1,2,1,2
FBgn0037723,36,41,67,65,23,257,205,137,92,170
FBgn0003334,233,159,212,309,158,382,265,414,217,331
FBgn0037728,1876,1222,1773,2062,922,1511,1285,1428,704,1251
FBgn0028997,68,28,58,64,32,128,102,58,40,70
FBgn0069242,283,185,248,333,158,930,763,814,430,721
FBgn0037731,17,12,14,23,13,106,80,89,49,92
FBgn0053105,160,114,140,195,33,562,619,965,409,638
FBgn0052939,15,12,13,20,13,105,80,87,49,91
FBgn0262104,0,0,3,0,0,0,5,6,3,6
FBgn0267440,2,0,0,0,0,0,0,0,0,0
FBgn0262477,2,0,0,4,0,0,0,0,0,0
FBgn0037736,0,0,0,0,0,0,0,1,0,0
FBgn0051415,0,0,0,0,0,7,3,5,2,3
FBgn0005777,344,228,329,409,203,495,472,424,216,390
FBgn0037742,137,84,112,139,64,45,42,30,22,24
FBgn0037746,206,130,172,241,107,339,304,270,135,196
FBgn0024330,80,51,83,90,41,121,93,98,59,102
FBgn0037749,140,109,140,168,102,222,184,127,79,127
FBgn0037750,71,60,66,88,37,95,81,93,37,67
FBgn0037754,127,95,135,179,72,110,83,152,93,140
FBgn0264827,0,0,0,0,0,0,0,0,0,0
FBgn0037761,0,0,0,0,0,0,0,0,0,0
FBgn0003886,32,18,18,24,9,31,29,25,13,20
FBgn0037737,112,62,82,107,54,39,36,61,34,62
FBgn0085438,8,4,7,4,7,20,16,19,11,14
FBgn0037739,91,69,100,98,64,217,177,164,84,121
FBgn0037741,108,83,110,131,69,126,119,135,57,102
FBgn0037743,115,83,105,140,56,174,162,203,86,165
FBgn0286506,105,85,121,136,63,272,227,192,109,161
FBgn0266720,215,144,190,237,135,321,239,320,178,247
FBgn0037747,123,89,120,166,75,222,191,176,84,148
FBgn0037751,101,79,105,126,68,46,36,42,34,42
FBgn0261599,6114,3945,5622,5422,2482,12206,10091,12514,6136,10729
FBgn0086663,2,1,1,0,0,0,0,2,1,2
FBgn0051514,24,15,23,34,15,32,14,29,12,27
FBgn0037753,11,7,8,24,12,8,10,17,7,11
FBgn0002868,86,41,72,73,32,85,79,60,19,46
FBgn0037755,143,95,159,179,90,276,241,291,148,241
FBgn0037756,419,280,385,477,237,534,479,805,417,749
FBgn0037757,237,131,219,260,137,496,378,380,216,354
FBgn0267819,15,6,2,9,2,8,13,6,6,7
FBgn0037758,185,140,218,222,139,462,378,395,184,339
FBgn0037759,103,46,84,88,45,122,124,109,41,79
FBgn0037760,363,205,332,405,194,395,326,527,270,488
FBgn0037766,68,40,62,64,33,0,0,0,0,0
FBgn0037773,34,34,41,51,28,112,91,76,40,73
FBgn0037772,1,1,0,0,0,0,1,1,0,0
FBgn0267336,80,61,79,88,43,174,135,321,174,250
FBgn0287598,0,0,0,0,0,0,0,9,0,21
FBgn0266389,0,0,0,0,0,0,0,0,0,0
FBgn0283554,2,2,2,0,0,2,0,3,3,2
FBgn0045473,0,0,0,0,0,0,0,0,0,0
FBgn0037770,212,147,192,252,115,308,231,257,117,234
FBgn0053208,449,312,403,553,263,488,419,461,249,385
FBgn0051407,0,1,1,0,0,0,0,0,0,0
FBgn0027524,56,47,63,83,42,137,143,113,60,106
FBgn0037777,20,13,12,23,11,35,29,26,11,18
FBgn0037778,23,22,31,36,15,55,39,53,18,43
FBgn0037779,116,65,124,119,66,244,191,193,98,186
FBgn0037781,42,24,41,42,21,39,45,31,9,33
FBgn0265081,1,0,0,0,0,0,0,0,0,0
FBgn0051410,0,0,0,0,0,0,0,0,0,0
FBgn0037780,70,45,78,96,41,187,174,178,86,136
FBgn0037783,0,0,0,0,0,0,0,0,0,0
FBgn0266732,0,4,4,2,0,0,0,0,0,0
FBgn0053629,0,0,0,0,0,0,0,0,0,0
FBgn0053631,2,0,0,0,0,0,0,0,0,0
FBgn0037786,0,0,0,0,0,0,0,0,0,0
FBgn0262378,0,0,0,0,0,0,0,0,0,0
FBgn0262419,2,0,2,0,0,0,0,0,0,2
FBgn0262459,0,0,0,0,0,1,0,0,0,0
FBgn0028734,1308,910,1289,1669,842,606,478,854,478,727
FBgn0037788,14,11,15,17,7,2,8,11,6,13
FBgn0266721,0,0,1,0,0,0,0,1,0,0
FBgn0051477,17,12,25,32,15,13,10,9,0,12
FBgn0001321,0,0,0,0,0,0,0,0,0,0
FBgn0267705,0,0,0,0,0,0,0,0,0,0
FBgn0004889,592,394,533,639,327,287,216,463,213,404
FBgn0037792,141,81,117,147,67,281,206,242,113,224
FBgn0085332,0,0,0,0,0,0,0,0,0,0
FBgn0040238,133,99,158,211,87,634,571,609,312,579
FBgn0037796,0,0,0,0,0,0,0,0,0,0
FBgn0004575,0,0,0,1,0,0,0,0,0,0
FBgn0025879,0,0,0,2,0,0,0,0,0,0
FBgn0053783,77,51,70,77,25,0,0,0,0,0
FBgn0053784,135,79,125,152,47,0,0,0,0,0
FBgn0041105,143,90,117,153,81,0,0,0,0,0
FBgn0266414,4,2,4,4,0,4,3,15,3,10
FBgn0263413,18,13,19,24,14,15,17,30,14,26
FBgn0261817,1,0,0,0,0,0,0,0,0,0
FBgn0086359,26,14,33,30,11,82,79,72,35,54
FBgn0037794,54,33,42,54,40,72,60,78,45,74
FBgn0261928,0,0,1,3,0,0,0,0,0,0
FBgn0037801,4,0,0,5,0,3,0,2,0,0
FBgn0037802,17,11,21,13,6,32,42,34,17,42
FBgn0040078,307,202,303,364,190,550,485,394,190,323
FBgn0262617,111,85,88,115,63,187,147,240,117,174
FBgn0011970,0,0,0,1,0,0,0,0,0,0
FBgn0037807,35,23,42,41,23,2319,1891,2293,1117,1907
FBgn0266717,1085,620,988,1396,636,1820,1498,1842,909,1546
FBgn0037809,58,30,48,49,27,47,45,40,26,43
FBgn0037810,1177,745,1110,1355,645,728,641,984,528,881
FBgn0037811,233,140,216,271,118,142,120,170,101,158
FBgn0037812,0,2,1,0,1,5,6,3,1,2
FBgn0051406,0,0,0,0,0,0,0,0,0,0
FBgn0015396,352,258,330,418,178,261,214,261,137,244
FBgn0020379,39,30,27,50,25,113,95,143,64,115
FBgn0037814,102,65,110,137,52,215,171,187,106,193
FBgn0266243,1,3,0,2,2,1,0,1,0,2
FBgn0259938,525,364,502,630,303,178,145,245,132,217
FBgn0024957,413,276,371,516,257,660,552,594,305,452
FBgn0037815,70,45,73,102,35,119,76,49,28,53
FBgn0037816,43,29,35,52,24,24,21,26,11,20
FBgn0037817,89,48,80,101,54,15,13,21,6,20
FBgn0001235,4,3,2,2,2,0,0,0,0,0
FBgn0263547,0,0,0,0,0,0,0,0,0,0
FBgn0264788,0,0,0,2,0,0,0,0,0,0
FBgn0037818,0,0,0,0,0,0,0,0,0,0
FBgn0037819,0,0,0,0,0,3,0,0,0,0
FBgn0265161,0,0,0,0,0,0,0,0,0,0
FBgn0262717,0,0,0,0,0,0,0,0,0,0
FBgn0020385,153,122,155,202,93,176,117,111,67,101
FBgn0037826,0,0,0,0,0,0,0,0,0,0
FBgn0037822,370,170,74,314,1,126,392,128,65,1
FBgn0287589,2,45,281,71,183,523,144,332,181,375
FBgn0051391,1,3,1,3,3,2,0,2,1,0
FBgn0051467,14,12,16,10,8,7,7,13,5,8
FBgn0037824,4,2,4,4,4,6,5,3,0,2
FBgn0051278,19,14,18,24,13,47,46,41,18,33
FBgn0051373,14,6,9,21,6,0,0,1,0,2
FBgn0004595,4,1,4,6,1,8,7,11,5,8
FBgn0267672,0,0,0,0,1,0,1,0,0,0
FBgn0026064,0,0,7,0,0,0,41,64,35,0
FBgn0267673,0,0,0,0,0,0,0,0,0,0
FBgn0267674,0,1,0,0,0,0,0,0,0,0
FBgn0026063,15,12,8,17,7,144,71,82,49,128
FBgn0037896,0,0,0,0,0,14,19,10,11,15
FBgn0263480,0,1,0,1,0,0,0,0,0,0
FBgn0037892,56,31,55,42,26,115,84,70,49,71
FBgn0264694,219,120,207,236,114,522,430,371,192,287
FBgn0011774,309,219,326,363,183,288,279,236,121,181
FBgn0037894,504,321,501,567,275,812,756,570,309,543
FBgn0053512,0,0,0,0,0,0,0,0,0,0
FBgn0266416,1,0,0,1,3,0,0,0,0,0
FBgn0051374,2,3,3,3,0,0,4,4,4,3
FBgn0263520,0,0,0,0,0,2,0,0,2,0
FBgn0037906,17,16,18,19,10,44,29,35,19,20
FBgn0046225,66,47,56,67,39,131,112,86,52,102
FBgn0037897,192,130,184,246,118,383,314,308,160,298
FBgn0037898,21,12,19,25,7,22,6,16,9,13
FBgn0037899,463,314,460,567,274,1624,1299,1470,775,1294
FBgn0037900,61,31,43,58,28,180,140,133,80,119
FBgn0037901,130,74,115,146,73,276,208,223,110,184
FBgn0037902,116,68,105,133,69,19,16,17,10,20
FBgn0037828,0,0,0,0,0,0,0,0,0,0
FBgn0004841,0,0,0,0,0,0,0,0,0,0
FBgn0037829,0,0,0,0,0,0,0,0,0,0
FBgn0266371,0,0,2,0,0,0,0,0,0,0
FBgn0266372,0,0,0,1,1,1,1,2,1,1
FBgn0037831,130,51,107,128,40,109,88,132,62,129
FBgn0266446,7,5,6,4,4,0,0,0,0,0
FBgn0037832,0,0,0,0,0,0,0,0,0,0
FBgn0261356,0,0,0,0,0,0,0,0,0,0
FBgn0037835,0,0,0,0,1,0,0,0,0,0
FBgn0037836,0,0,0,0,0,0,0,0,0,0
FBgn0037837,0,0,0,0,0,0,0,0,0,0
FBgn0261053,3,0,0,0,3,11,13,29,11,21
FBgn0037845,0,0,0,2,0,4,5,0,0,4
FBgn0267376,241,160,226,335,195,100,102,101,67,70
FBgn0042094,30,15,22,34,15,51,58,37,27,39
FBgn0267137,0,0,0,0,0,1,1,0,0,0
FBgn0267138,0,0,0,0,0,0,1,0,1,0
FBgn0037857,0,0,0,0,0,0,0,0,0,0
FBgn0267121,0,0,0,0,0,0,0,0,0,0
FBgn0083950,0,0,0,0,0,0,0,0,0,0
FBgn0267671,0,0,0,0,0,0,0,0,0,0
FBgn0266245,0,0,0,0,0,0,0,0,0,0
FBgn0263403,0,0,0,0,0,0,0,0,0,0
FBgn0267139,0,0,0,0,0,0,0,0,0,0
FBgn0037860,0,0,0,0,0,0,0,0,0,0
FBgn0261291,0,0,0,0,0,0,0,0,0,0
FBgn0040251,11,3,11,8,4,136,122,131,67,110
FBgn0040257,0,0,0,0,0,4,3,5,0,3
FBgn0027584,0,0,1,0,0,3,0,0,0,2
FBgn0040253,0,0,0,0,0,0,0,0,0,0
FBgn0040255,0,0,0,0,0,0,0,0,0,0
FBgn0026314,0,0,0,0,0,3,2,0,1,0
FBgn0040250,0,0,0,0,0,37,45,59,17,37
FBgn0040252,0,0,0,0,0,8,5,11,5,15
FBgn0037870,0,0,0,0,0,0,0,0,0,0
FBgn0261808,71,48,79,75,45,166,140,195,102,164
FBgn0086055,0,0,1,0,0,0,0,0,0,0
FBgn0051144,0,0,1,1,2,2,0,0,0,1
FBgn0086057,0,1,1,1,0,0,0,0,0,1
FBgn0037879,0,3,4,5,2,5,2,0,3,2
FBgn0051441,41,23,25,36,17,39,44,59,25,35
FBgn0051388,16,10,12,19,8,32,29,26,16,23
FBgn0037888,0,1,1,0,1,2,0,0,1,2
FBgn0037889,0,3,2,0,0,2,0,0,1,1
FBgn0262972,7,2,3,3,0,0,0,0,0,0
FBgn0051386,0,0,0,0,0,0,0,0,0,0
FBgn0284418,0,0,0,0,0,0,0,0,0,0
FBgn0266415,0,0,0,0,0,0,0,0,0,0
FBgn0051272,11,4,11,10,8,0,0,0,0,0
FBgn0051390,80,74,69,113,56,135,110,103,62,84
FBgn0010421,93,63,96,116,52,103,91,89,46,84
FBgn0266451,4,0,0,4,0,0,0,1,0,0
FBgn0266448,1,5,2,0,2,0,0,0,0,0
FBgn0261380,168,79,141,149,80,187,160,122,77,107
FBgn0260944,269,169,248,333,154,432,350,319,168,280
FBgn0037834,845,502,752,984,495,1020,838,720,344,618
FBgn0017577,604,379,603,716,350,719,599,526,271,441
FBgn0037838,20,10,14,28,10,49,35,47,23,41
FBgn0259740,86,49,75,74,48,130,116,194,101,207
FBgn0037841,5,6,2,7,3,3,6,7,3,0
FBgn0037842,79,58,79,96,49,129,125,121,58,103
FBgn0037843,458,321,433,519,253,360,300,401,204,316
FBgn0037844,118,92,125,134,62,116,97,79,43,67
FBgn0037846,36,26,49,60,33,62,43,48,28,54
FBgn0037848,241,147,219,309,155,347,301,286,148,235
FBgn0011768,484,338,418,572,292,1090,877,772,398,595
FBgn0037849,1,2,0,5,0,0,0,2,2,2
FBgn0022359,27,21,26,38,19,85,80,70,54,57
FBgn0266705,33,17,48,42,17,68,52,53,27,51
FBgn0037850,158,107,140,157,97,293,218,196,115,191
FBgn0037852,239,152,241,246,132,381,309,344,165,269
FBgn0037853,406,261,373,421,241,761,628,461,219,396
FBgn0037856,50,34,42,55,26,188,144,160,73,126
FBgn0037855,139,92,139,175,91,196,165,170,84,157
FBgn0040256,26,12,26,30,12,54,37,38,16,35
FBgn0037862,3,1,3,2,4,1,0,1,0,0
FBgn0040259,114,87,110,148,71,770,662,687,326,632
FBgn0026315,4,5,4,4,3,696,595,557,237,424
FBgn0037873,224,157,190,259,134,550,432,358,176,322
FBgn0037874,5822,4011,5655,6443,3227,8927,7603,9437,4808,7947
FBgn0037875,259,182,222,324,176,534,428,490,252,354
FBgn0086472,5216,3544,4966,6076,2908,16144,13162,14088,7170,11958
FBgn0037876,30,12,22,29,22,50,45,30,18,27
FBgn0037877,98,82,80,92,48,182,142,137,65,103
FBgn0037878,474,321,437,588,271,572,460,481,231,404
FBgn0020910,10126,7255,9784,13431,7100,22083,17774,18131,9589,15050
FBgn0086056,1,1,1,1,1,1,1,1,1,1
FBgn0065064,11,3,6,14,6,18,7,12,6,13
FBgn0037880,50,42,46,66,36,111,100,68,29,66
FBgn0037881,189,148,176,242,130,466,342,372,186,268
FBgn0037882,61,42,54,76,29,105,80,91,42,59
FBgn0037883,15,13,15,16,8,35,32,38,18,28
FBgn0037884,150,112,142,192,102,386,300,352,182,305
FBgn0037885,42,22,31,36,28,95,86,71,29,57
FBgn0037890,157,116,159,201,96,134,121,151,89,153
FBgn0037891,548,369,521,749,403,879,659,666,356,564
FBgn0037926,372,234,413,508,237,1063,900,797,408,700
FBgn0259227,304,194,308,452,221,699,558,623,342,532
FBgn0037930,470,334,452,537,250,910,751,778,416,592
FBgn0037931,57,27,50,62,37,184,142,112,73,120
FBgn0037935,8,2,6,5,4,7,5,0,0,6
FBgn0037936,4,3,4,4,3,0,0,0,0,0
FBgn0011290,132,78,99,146,72,255,214,225,116,186
FBgn0037933,40,26,32,30,14,95,79,90,52,85
FBgn0037934,6,3,9,7,7,24,33,47,14,43
FBgn0042110,9,9,13,11,8,0,0,3,0,0
FBgn0037910,0,0,0,0,0,0,0,0,0,0
FBgn0037912,308,220,266,341,174,728,572,593,290,485
FBgn0037918,207,125,178,270,144,459,373,409,241,304
FBgn0051363,2158,1441,1970,2400,1116,1251,1008,1354,710,1128
FBgn0037923,15,11,18,21,14,7,15,7,4,9
FBgn0262081,923,599,867,1051,554,1445,1106,1526,797,1214
FBgn0037911,28,18,24,44,13,146,102,74,49,89
FBgn0037913,1255,833,1161,1320,668,1430,1186,1073,565,941
FBgn0263316,908,574,872,1152,560,1462,1274,1218,578,1087
FBgn0037915,55,34,61,76,35,10,9,11,5,7
FBgn0037916,38,27,34,38,15,5,9,3,3,2
FBgn0037917,89,71,109,121,67,253,196,211,107,173
FBgn0037920,25,17,23,29,10,41,39,35,20,25
FBgn0037921,72,59,87,88,48,112,98,110,45,76
FBgn0037922,33,16,16,15,10,44,35,21,22,46
FBgn0042205,9,6,11,6,6,20,21,13,6,15
FBgn0037924,209,153,222,241,119,311,258,257,125,207
FBgn0264986,6,0,6,5,2,2,4,7,0,5
FBgn0037939,1,0,2,0,1,1,4,4,2,0
FBgn0037942,87,73,94,113,62,166,107,156,75,108
FBgn0002906,138,94,120,166,64,204,173,154,80,140
FBgn0037943,181,129,197,236,111,267,231,210,103,224
FBgn0037956,0,0,0,2,2,0,0,3,0,2
FBgn0003312,0,0,0,0,0,0,0,0,0,0
FBgn0037958,94,68,82,108,62,201,170,162,80,126
FBgn0037960,13,16,30,21,14,124,114,123,63,108
FBgn0037962,0,0,0,0,0,0,0,0,0,0
FBgn0051368,204,135,191,277,122,397,306,263,146,215
FBgn0037944,113,91,105,155,71,203,159,199,113,182
FBgn0265276,153,103,152,175,84,8,6,20,10,19
FBgn0037949,36,35,40,46,19,91,103,109,48,99
FBgn0037950,2,0,0,3,0,7,6,5,0,9
FBgn0051116,0,0,0,0,0,40,26,40,16,37
FBgn0019624,925,619,908,1083,531,2046,1712,1624,819,1293
FBgn0037955,194,136,187,205,98,354,296,272,136,245
FBgn0262364,7,3,8,5,2,1,2,3,0,3
FBgn0017581,5174,3347,4959,6254,3011,3916,3198,5471,2766,4794
FBgn0267155,3,2,4,1,0,0,0,0,0,0
FBgn0025802,219,153,222,284,143,335,291,325,194,309
FBgn0259139,707,486,663,853,433,658,508,589,298,525
FBgn0085336,0,0,0,0,0,0,0,0,0,0
FBgn0037963,187,122,182,221,122,259,210,269,135,252
FBgn0037964,3,0,0,0,0,0,0,0,0,0
FBgn0051211,264,179,245,342,177,362,284,379,183,330
FBgn0013275,55,39,59,85,40,288,222,87,43,70
FBgn0013276,55,43,62,82,37,318,244,102,46,76
FBgn0260741,32,24,31,30,16,68,55,55,28,39
FBgn0037972,4,3,0,0,0,2,0,0,0,0
FBgn0037970,1,0,1,1,1,1,1,1,0,1
FBgn0000147,108,79,122,151,65,197,180,156,95,127
FBgn0260742,325,245,292,382,176,548,420,455,262,440
FBgn0260743,95,66,86,130,45,102,79,63,38,63
FBgn0260744,130,74,143,134,80,256,212,213,91,195
FBgn0264984,6,3,12,7,5,3,3,2,2,3
FBgn0037973,300,192,278,337,167,196,157,149,52,110
FBgn0037974,91,80,101,109,63,92,63,53,27,45
FBgn0037975,191,109,189,192,123,171,148,162,57,130
FBgn0037976,0,0,0,0,0,0,0,0,0,0
FBgn0260746,208,141,188,228,113,615,479,415,228,353
FBgn0260745,1122,768,1075,1442,723,1774,1400,1598,877,1413
FBgn0037978,87,72,97,114,49,233,201,186,86,151
FBgn0037980,22,21,23,28,13,97,69,88,47,61
FBgn0037979,128,74,106,128,67,186,163,201,101,182
FBgn0037981,23,20,18,26,18,90,57,57,33,49
FBgn0037996,0,0,0,3,0,0,0,0,0,0
FBgn0051361,117,86,110,156,75,339,306,406,221,341
FBgn0037989,951,600,940,1140,543,2907,2502,3833,1925,3347
FBgn0038012,1,1,0,3,0,0,0,1,0,0
FBgn0037997,0,0,0,0,0,0,0,0,0,0
FBgn0037998,141,120,139,184,94,336,261,246,129,192
FBgn0037999,119,83,116,164,82,653,533,442,233,350
FBgn0267676,3,2,2,4,2,9,7,13,4,7
FBgn0266246,0,0,0,0,0,0,0,0,0,0
FBgn0264829,0,0,0,0,0,0,0,0,0,0
FBgn0003651,2,0,1,1,0,1,1,1,0,0
FBgn0264830,0,0,0,0,0,0,0,0,0,0
FBgn0267677,0,0,0,0,0,0,0,0,0,0
FBgn0264831,0,0,0,0,0,0,0,0,0,0
FBgn0038009,0,0,0,0,0,0,0,0,0,0
FBgn0259975,0,0,0,0,0,0,0,0,0,0
FBgn0267678,0,0,0,0,0,0,0,0,0,0
FBgn0038018,0,1,1,0,0,0,0,0,0,0
FBgn0042206,6,0,5,3,1,14,10,9,3,6
FBgn0267679,0,0,0,0,0,0,0,0,0,0
FBgn0038028,0,0,0,3,0,0,0,0,0,0
FBgn0038029,0,0,0,0,0,0,0,0,0,0
FBgn0038013,84,45,83,102,47,155,136,136,72,114
FBgn0038014,14,10,13,13,7,8,5,6,5,7
FBgn0038016,583,382,537,692,318,737,672,695,351,511
FBgn0038017,2,0,0,1,2,0,0,0,0,0
FBgn0065094,1,0,1,0,0,0,0,1,0,0
FBgn0038020,138,88,139,143,69,290,266,241,136,235
FBgn0001149,1440,1070,1423,1700,910,1501,1187,1069,545,846
FBgn0010038,11,5,6,4,1,23,22,18,16,24
FBgn0010039,219,133,194,228,113,297,254,155,81,127
FBgn0010040,6,1,5,7,1,0,1,2,0,2
FBgn0010041,18,15,15,11,5,20,31,21,12,21
FBgn0010042,1,1,0,1,0,2,2,4,0,1
FBgn0010043,27,26,40,39,19,67,77,35,24,44
FBgn0010044,2,0,3,3,0,1,0,1,2,1
FBgn0038055,95,78,92,116,61,183,148,168,75,108
FBgn0038056,105,64,113,125,71,216,161,159,81,138
FBgn0038057,32,17,28,41,21,44,43,52,19,42
FBgn0038058,71,42,61,75,42,132,105,97,55,108
FBgn0013277,48,21,50,54,22,49,44,30,16,29
FBgn0052865,6,4,4,6,3,3,2,5,2,2
FBgn0085431,10,9,16,16,4,0,0,0,0,0
FBgn0053098,0,0,0,0,0,0,0,0,0,0
FBgn0038032,0,0,0,0,0,0,0,0,0,0
FBgn0038033,0,5,5,0,0,2,4,8,0,0
FBgn0082831,390,291,365,522,258,713,627,655,301,495
FBgn0038054,0,1,0,3,0,0,0,0,1,0
FBgn0038034,116,93,135,152,73,302,273,328,175,281
FBgn0286075,191,119,190,216,98,236,215,236,105,213
FBgn0038037,210,127,205,250,131,362,312,386,205,329
FBgn0038038,141,72,119,167,83,769,582,521,269,500
FBgn0038039,229,139,211,285,123,644,526,523,274,465
FBgn0000455,241,160,213,267,133,383,295,361,186,293
FBgn0065087,1,1,1,1,1,1,1,1,1,1
FBgn0038042,35,20,33,37,14,10,9,7,3,8
FBgn0038043,94,65,80,102,56,164,121,117,61,129
FBgn0004103,1370,926,1285,1573,775,1752,1491,1584,766,1314
FBgn0038045,67,48,54,89,41,4,2,0,0,0
FBgn0038046,166,106,159,191,97,334,249,214,121,192
FBgn0038047,28,12,30,28,13,21,22,12,7,16
FBgn0086134,608,425,588,682,354,1065,904,757,385,650
FBgn0029512,313,205,288,364,181,639,472,446,210,333
FBgn0038049,261,176,252,331,157,365,301,295,158,240
FBgn0043043,5,0,7,5,7,0,0,0,0,0
FBgn0286930,5,5,3,5,2,1,2,2,4,2
FBgn0038051,3,3,1,2,0,1,1,1,3,2
FBgn0086687,1403,997,1357,1741,826,3183,2672,3180,1578,2704
FBgn0286507,3,1,3,0,2,0,0,0,1,0
FBgn0038053,252,146,201,283,133,401,326,293,159,245
FBgn0250910,0,0,4,2,0,0,0,0,0,0
FBgn0028374,0,0,2,0,0,0,0,0,0,0
FBgn0267680,0,0,0,0,0,0,0,0,0,0
FBgn0038063,1,1,3,1,2,1,1,2,4,2
FBgn0262383,2,0,0,0,0,0,0,0,0,0
FBgn0051354,46,38,48,63,32,75,60,49,27,42
FBgn0267866,3,1,2,0,1,2,1,1,1,0
FBgn0013278,49,39,50,61,34,76,58,50,27,44
FBgn0267867,2,1,2,0,1,1,1,1,1,0
FBgn0013279,45,38,47,60,33,77,57,48,26,41
FBgn0042207,0,2,0,3,3,3,4,0,1,3
FBgn0267682,0,0,2,1,0,0,1,1,0,1
FBgn0038067,3,3,2,5,0,0,0,3,0,0
FBgn0038068,0,0,0,0,0,0,2,0,0,0
FBgn0267681,0,0,0,0,0,1,0,0,0,0
FBgn0266247,0,0,0,0,0,0,0,0,0,0
FBgn0005671,1205,885,1148,1545,757,2096,1581,1741,950,1479
FBgn0038065,560,340,508,580,328,968,791,806,426,645
FBgn0260444,128,96,124,161,110,366,279,250,136,233
FBgn0286031,0,0,0,1,1,0,0,0,0,0
FBgn0038072,0,0,0,0,0,0,0,1,0,0
FBgn0267146,0,0,0,0,0,0,0,0,0,0
FBgn0038073,0,0,0,3,0,0,0,0,0,0
FBgn0038076,0,0,0,0,0,0,0,0,0,0
FBgn0038071,28,9,29,30,19,0,0,0,0,0
FBgn0038074,211,156,220,273,136,0,0,0,0,0
FBgn0263621,2,0,3,2,0,2,0,3,0,1
FBgn0026207,193,128,175,233,104,308,276,197,99,196
FBgn0001296,77,38,67,87,41,23,13,16,16,18
FBgn0005355,117,105,128,176,81,425,345,279,157,266
FBgn0038078,0,0,0,1,0,0,0,0,0,0
FBgn0051347,3,4,2,2,2,9,6,12,5,4
FBgn0011745,334,222,315,381,173,1055,871,894,440,724
FBgn0038079,0,0,0,0,0,0,0,0,0,0
FBgn0016693,1268,904,1224,1540,776,4032,3202,3210,1661,2625
FBgn0038083,2,0,0,1,1,3,0,4,0,4
FBgn0002719,1954,1316,1793,2413,1271,2249,1837,2270,1225,1819
FBgn0038080,80,62,63,87,40,216,161,221,109,168
FBgn0002905,147,104,151,182,89,249,235,219,105,184
FBgn0038087,0,0,0,0,0,0,0,0,0,0
FBgn0267147,0,0,1,0,0,0,0,0,0,0
FBgn0265165,0,0,0,0,0,0,0,0,0,0
FBgn0038088,0,6,3,9,3,21,16,26,10,20
FBgn0267938,0,0,0,0,0,0,0,0,0,0
FBgn0038089,0,0,0,0,0,0,0,0,0,0
FBgn0053929,0,0,0,0,0,0,0,0,0,0
FBgn0038090,0,0,0,0,0,0,0,0,0,0
FBgn0038092,0,0,0,0,0,0,3,2,0,6
FBgn0265167,0,0,0,0,0,0,0,0,1,0
FBgn0040493,748,546,717,860,435,1466,1167,1091,576,890
FBgn0038095,0,0,1,1,1,6,2,5,3,2
FBgn0038097,0,0,0,0,0,0,0,0,0,0
FBgn0038098,75,48,66,89,43,164,152,134,72,136
FBgn0038100,599,371,601,584,280,126,92,252,128,257
FBgn0041710,122,81,114,130,50,2554,2170,1695,877,1553
FBgn0020496,2277,1466,2190,2640,1256,475,375,619,335,573
FBgn0038113,0,0,0,0,2,0,0,2,2,0
FBgn0003450,0,0,0,0,0,0,0,0,0,0
FBgn0038114,0,0,0,0,0,0,0,0,0,0
FBgn0266615,0,0,0,0,0,0,0,0,0,0
FBgn0051157,0,0,0,0,0,0,0,0,0,0
FBgn0038115,0,0,0,4,3,6,0,6,0,0
FBgn0265166,1,0,0,0,0,0,0,0,0,0
FBgn0087021,51,36,52,56,20,205,156,148,68,131
FBgn0038099,35,26,34,36,35,546,428,395,198,351
FBgn0051342,352,229,347,450,215,614,471,684,330,598
FBgn0038102,2,2,2,3,2,13,23,8,4,6
FBgn0038105,124,89,115,154,66,308,237,209,85,172
